Name,IMO,Flag,Risk status,Vessel type,Age,Beneficial owner,Commercial manager,Registered owner,ISM manager,Port of Registry,Call Sign,MMSI,Classification Society,Status,Length (m),Width (m),Draught (m),Gross Tonnage,Net Tonnage,Deadweight Tonnage,Ownership Changes,Name Changes,Last Change Date,Owner Sanctions,Manager Reputation,Latitude,Longitude,Speed (knots),Course,Heading,Last Update,AIS Status,Signal Quality,Accuracy,Spoofing Risk,Dark Activity,STS Transfer Events,OFAC Listed,UN Sanctions,EU Sanctions,Total Hits,Last Violation,Detention History,Port State Control,Deficiency Count,Banning Status,Trade Route Risk,Current Region,Temperature,Wind Speed,Wave Height,Sea State,Piracy Zone,War Zone,Storm Area,Ice Zone,Voyage Risk
LIDIA,9330501,KM,Sanctioned,CONTAINER,19,-,DRACO BUREN SHIPPING PTE LTD,LIDIA SEAWAY INC,DRACO BUREN SHIPPING PTE LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LIGOVSKY PROSPECT,9256066,RU,Sanctioned,LIQUID TANKER,23,SOVCOMFLOT,SOUTH FLEET LTD,SOUTH FLEET LTD,SOUTH FLEET LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,2,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
LILY,9294331,MZ,Sanctioned,LIQUID TANKER,21,-,CONFIDENT APEX LTD,CONFIDENT APEX LTD,QILIN SHIPPING LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LIN 9,9240158,AG,Sanctioned,LPG TANKER,23,CHINESE PETROLEUM CORP C P C,ANCHORPOINT SERVICES FZLLC,PATRIOT INC,ANCHORPOINT SERVICES FZLLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LING HONG,9408542,PA,Sanctioned,LIQUID TANKER,18,MANZE SHIPPING LTD,LINGHONG SHIPPING LTD,LINGHONG SHIPPING LTD,ANMEI SHIPS CO LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LISBOA,9257711,PA,Sanctioned,LIQUID TANKER,23,LISBOA SHIPPING CO LTD,LISBOA SHIPPING CO LTD,LISBOA SHIPPING CO LTD,KAIYU MARINE SERVICE CO LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LNG SOARS,9307205,BB,Sanctioned,LNG TANKER,20,-,SHANGHAI FAIR SHIPPING CO LTD,SAIL SHIPPING CO LTDHKG,SHANGHAI FAIR SHIPPING CO LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LONG XING 601,8828329,Unknown,Sanctioned,FISHING VESSEL,38,-,DALIAN OCEAN FISHING CO LTD,DALIAN OCEAN FISHING CO LTD,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LONG XING 610,8713421,Unknown,Sanctioned,FISHING VESSEL,36,-,DALIAN OCEAN FISHING CO LTD,DALIAN OCEAN FISHING CO LTD,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LONG XING 611,9037678,Unknown,Sanctioned,FISHING VESSEL,35,-,DALIAN OCEAN FISHING CO LTD,DALIAN OCEAN FISHING CO LTD,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LONG XING 625,9036777,Unknown,Sanctioned,FISHING VESSEL,35,-,DALIAN OCEAN FISHING CO LTD,DALIAN OCEAN FISHING CO LTD,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LONG XING 626,9031935,Unknown,Sanctioned,FISHING VESSEL,35,-,DALIAN OCEAN FISHING CO LTD,DALIAN OCEAN FISHING CO LTD,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LONG XING 635,8648145,Unknown,Sanctioned,FISHING VESSEL,24,-,DALIAN OCEAN FISHING CO LTD,DALIAN OCEAN FISHING CO LTD,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LOUIZA,9281554,CW,Sanctioned,LIQUID TANKER,22,CUMULUS SHIPPING LTD,-,-,REX SHIP FZE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LUNA LUSTER,9292187,SL,Sanctioned,LIQUID TANKER,21,SILVER STAR SHIP MANAGEMENT,SILVER STAR SHIP MANAGEMENT,GLOBAL FORTUNE SHIPPING LTD,SILVER STAR SHIP MANAGEMENT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LYNN,9352559,HK,Sanctioned,LIQUID TANKER,19,-,TING TAO CO LTD,TING TAO CO LTD,TING TAO CO LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
LYNX,9412347,OM,Sanctioned,LIQUID TANKER,15,DREAMER SHIPMANAGEMENT LLC-FZ,DREAMER SHIPMANAGEMENT LLC-FZ,SERPENTINE MARINE SPC,DREAMER SHIPMANAGEMENT LLC-FZ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
M SOPHIA,9289477,PA,Sanctioned,LIQUID TANKER,22,SUNNE CO LTD,GREETEE CO LTD,MAISIE LTD,GREETEE CO LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MAB 5,9013701,BW,Sanctioned,LPG TANKER,31,VEGA STAR SHIP MANAGEMENT PVT LTD,VEGA STAR SHIP MANAGEMENT PVT LTD,SUNSHINE SHIPPING MARITIME CO,VEGA STAR SHIP MANAGEMENT PVT LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MACHO QUEEN,9238868,HK,Sanctioned,LIQUID TANKER,23,REGAL LIBERTY LTD,REGAL LIBERTY LTD,REGAL LIBERTY LTD,LUCKY ASCEND SHIP MANAGEMENT LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MADAME GU,1011331,KY,Sanctioned,YACHT,13,-,WATERMARK YACHT MANAGEMENT,ALMANO HOLDING LTD,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MAHVA,9150365,MW,Sanctioned,LIQUID TANKER,28,-,-,-,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MAISAN,9289776,BJ,Sanctioned,LIQUID TANKER,21,MS GATIK SHIP MANAGEMENT,BAGSAK SHIPPING INC,BAGSAK SHIPPING INC,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MAISHA,9232929,GQ,Sanctioned,LIQUID TANKER,24,-,SEASERENITY SHIPPING LTD,SEASERENITY SHIPPING LTD,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MALILI,9179921,ID,Sanctioned,TUG AND TOWAGE VESSEL,29,-,SMPL INDONESIA,SMPL INDONESIA,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MANDALA,9299135,LR,Sanctioned,LIQUID TANKER,20,-,KARIKA MARINE INC,KARIKA MARINE INC,KARIKA MARINE INC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MARAL,9251896,CW,Sanctioned,LIQUID TANKER,22,BOSS PRP GROUP,INNOVATIVE UKRAINE SC,TETHIS SHIPPING CO,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MARIA CRISTINA,9502453,CU,Sanctioned,LIQUID TANKER,16,TUFTON OCEANIC ASSETS LTD,CAROIL TRANSPORT MARINE LTD,CAROIL TRANSPORT MARINE LTD,CAROIL TRANSPORT MARINE LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Caribbean,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MARINERA,9230880,RU,Sanctioned,LIQUID TANKER,24,BUREVESTMARIN LLC,BUREVESTMARIN LLC,BUREVESTMARIN LLC,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
MARIVAN,8517243,IR,Sanctioned,BUNKERING TANKER,41,NATIONAL IRANIAN OIL CO NIOC,NITC,NITC,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,2,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MARIVEX,9464156,PW,Sanctioned,LIQUID TANKER,17,-,ARIHANT SHIPPING INC,ARIHANT SHIPPING INC,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MARS 6,9384992,SL,Sanctioned,LIQUID TANKER,19,-,PING DING SHAN SHIPMANAGEMENT CO LTD,BENGO AQUATIC INC,PING DING SHAN SHIPMANAGEMENT CO LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MARSER,9031519,AO,Sanctioned,LPG TANKER,33,-,GLOBAL SEA SHIPPING FZE,IKARIA MARITIME & TRADING SA,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MATARI,9253313,SL,Sanctioned,LIQUID TANKER,23,-,OASIS BLOOM CORP,OASIS BLOOM CORP,ANCHOR ELITE SHIPMANAGEMENT,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MEKHANIK PUSTOSHNYY,8904422,RU,Sanctioned,GENERAL CARGO SHIP,34,NORTHERN SHIPPING CO,NORTHERN SHIPPING CO,NORTHERN SHIPPING CO,NORTHERN SHIPPING CO,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
MELENIA,9302023,DJ,Sanctioned,LIQUID TANKER,21,-,ROSE SHIPPING LTD,BOTTEGA INVESTMENT LTD,ROSE SHIPPING LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MELITO CARRIER,8920581,RU,Sanctioned,LIQUID TANKER,33,MORSKAYA ZVEZDA CO LTD,MC FOR LLC,MORSKAYA ZVEZDA CO LTD,MC FOR LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
MIAMI PRIDE,9274941,IR,Sanctioned,BULK CARRIER,21,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,MOSAKHAR DARYA SHIPPING CO,SAPID SHIPPING CO,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,2,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MIKHAIL LOMONOSOV,9216482,RU,Sanctioned,GENERAL CARGO SHIP,26,NORTHERN SHIPPING CO,NORTHERN SHIPPING CO,NORTHERN SHIPPING CO,NORTHERN SHIPPING CO,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
MITZEL,9233741,GQ,Sanctioned,LIQUID TANKER,23,-,MALUA APEX LTD,MALUA APEX LTD,DREAM ISLAND SHIPPING LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MOCHA,9271951,CM,Sanctioned,LIQUID TANKER,22,-,VIRGO SHIPOWNER INC,VIRGO SHIPOWNER INC,OCEANIC STEAMSHIPS LTD,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MONIQUE,9311270,GQ,Sanctioned,LIQUID TANKER,21,-,-,-,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MUSA JALIL,8846814,RU,Sanctioned,GENERAL CARGO SHIP,37,VTSBROKER LLC,VTSBROKER LLC,VTSBROKER LLC,VTSBROKER LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
MYRA,9336490,MG,Sanctioned,LIQUID TANKER,20,-,-,-,-,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
MYS SHMIDTA,9243825,RU,Sanctioned,GENERAL CARGO SHIP,23,ECO SHIPPING LLC RUS,ECO SHIPPING LLC RUS,ECO SHIPPING LLC RUS,ECO SHIPPING LLC RUS,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
MYS ZHELANIYA,9366110,RU,Sanctioned,GENERAL CARGO SHIP,18,ARCTICTRANS LLC,ARCTICTRANS LLC,ARCTICTRANS LLC,ARCTICTRANS LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
NACHOS,9330604,SL,Sanctioned,LIQUID TANKER,19,-,TITAN MARINE MANAGEMENT LLC,CORVANYX LANES LTD,TITAN MARINE MANAGEMENT LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NAGARJUNA,9299733,SL,Sanctioned,LIQUID TANKER,20,QIN HUAI HE SHIPMANAGEMENT CO,KUN LUN SHAN SHIPMANAGEMENT CO,DEVTA LTD,KUN LUN SHAN SHIPMANAGEMENT CO,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,3,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NAM DAE CHON,9138680,KP,Sanctioned,BULK CARRIER,29,SUSAM SHIPPING CO,SUSAM SHIPPING CO,SUSAM SHIPPING CO,SUSAM SHIPPING CO,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Yellow Sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NAM SAN 8,8122347,KP,Sanctioned,LIQUID TANKER,44,HAPJANGGANG SHIPPING CORP,HAPJANGGANG SHIPPING CORP,HAPJANGGANG SHIPPING CORP,HAPJANGGANG SHIPPING CORP,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,2,Unknown,4,Sanctioned,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Yellow Sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
