Name,IMO,Flag,Risk status,Vessel type,Age,Beneficial owner,Commercial manager,Registered owner,ISM manager,Port of Registry,Call Sign,MMSI,Classification Society,Status,Length (m),Width (m),Draught (m),Gross Tonnage,Net Tonnage,Deadweight Tonnage,Ownership Changes,Name Changes,Last Change Date,Owner Sanctions,Manager Reputation,Latitude,Longitude,Speed (knots),Course,Heading,Last Update,AIS Status,Signal Quality,Accuracy,Spoofing Risk,Dark Activity,STS Transfer Events,OFAC Listed,UN Sanctions,EU Sanctions,Total Hits,Last Violation,Detention History,Port State Control,Deficiency Count,Banning Status,Trade Route Risk,Current Region,Temperature,Wind Speed,Wave Height,Sea State,Piracy Zone,War Zone,Storm Area,Ice Zone,Voyage Risk
ZEUS,8799619,MT,Sanctioned,FISHING VESSEL,31,-,ANDREA MARTINA LTD,ANDREA MARTINA LTD,-,Valletta,PLJX2,522022746,DNV,Laid Up,75.43m,10.4m,6.63m,796,346,417,0,2,7-Feb-16,3,Sanctioned,-8.25921,44.5897,8.3 kn,92 °,103 °,2025-11-19 23:47 (UTC+0),Underway Using Engine,Weak,92%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ZEYA,9118355,RU,Sanctioned,GENERAL CARGO SHIP,31,SAKHALIN SHIPPING CO SASCO,SAKHALIN SHIPPING CO SASCO,SAKHALIN SHIPPING CO SASCO,SAKHALIN SHIPPING CO SASCO,Vladivostok,KQYO7,465091360,China Classification Society (CCS),Active,145.45m,18.95m,5.58m,6551,3782,10436,0,2,17-Dec-21,4,Sanctioned,43.23083,39.51889,10.6 kn,277 °,202 °,2024-10-19 19:36 (UTC+0),Drifting,Roaming,98%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ZHEN ZHU,9290359,BB,Sanctioned,LIQUID TANKER,21,-,ZHOUSHAN YAOHAI SHIPPING,AURORA AURA INC,ZHOUSHAN YAOHAI SHIPPING,Bridgetown,CPUC9,391381985,Bureau Veritas,Laid Up,130.51m,19.31m,14.15m,30701,20210,60537,0,2,3-Aug-14,3,Sanctioned,3.30266,67.35938,12.5 kn,115 °,50 °,2024-02-27 10:29 (UTC+0),At Anchor,Weak,91%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ZIRAN,9041655,KM,Sanctioned,LPG TANKER,34,-,WESER SHIPPING INC,WESER SHIPPING INC,MARES SHIPPING & MANAGEMENT,Fomboni,XZEW1,731369842,Korean Register (KR),Active,83.51m,15.14m,9.85m,16035,10126,14984,0,2,27-Jul-00,3,Sanctioned,-3.37755,69.97002,3.0 kn,191 °,119 °,2025-04-20 04:18 (UTC+0),At Anchor,Weak,85%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ZOMOROUD,9138044,IR,Sanctioned,FERRY AND CRUISE SHIP,30,IRAN SHIPPING LINES,VALFAJRE SHIPPING CO,VALFAJRE EIGHT SHIPPING CO,VALFAJRE SHIPPING CO,Bandar Abbas,GYVY3,723155776,Bureau Veritas,Inactive,105.32m,17.99m,7.86m,28013,16472,8712,2,2,18-Mar-22,4,Sanctioned,26.31925,57.98474,9.9 kn,115 °,60 °,2025-09-27 09:52 (UTC+0),Underway Using Engine,Roaming,75%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
7 28,8898831,TO,Sanctioned,DRILLING UNIT,37,-,KOREA HAEGUMGANG SHPG CO,KOREA HAEGUMGANG SHPG CO,KOREA HAEGUMGANG SHPG CO,Nuku'alofa,UOAM6,558830724,Korean Register (KR),Laid Up,82.59m,85.83m,7.35m,43341,27087,29551,0,2,11-Aug-20,3,Sanctioned,17.51657,-10.76504,1.4 kn,255 °,207 °,2025-10-15 09:42 (UTC+0),At Anchor,Moderate,93%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AAJ,8984484,CY,Sanctioned,SUBSEA OPERATION VESSEL,23,-,VALFAJRE SHIPPING CO,VALFAJRE EIGHT SHIPPING CO,-,Limassol,PJQS8,597262734,Bureau Veritas,Active,92.31m,16.49m,6.34m,6741,3544,4584,0,2,3-Feb-21,3,Sanctioned,-6.86822,-35.53796,14.1 kn,340 °,82 °,2024-12-25 02:13 (UTC+0),Underway Using Engine,Moderate,85%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ABBA,9051624,AO,Sanctioned,GENERAL CARGO SHIP,30,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,KALAN KISH SHIPPING CO,RAHBARAN OMID DARYA SHIP MGMT,Luanda,IVEK9,692261205,Korean Register (KR),Active,159.23m,20.21m,9.47m,17092,11960,27178,2,2,20-Feb-17,4,Sanctioned,-15.09075,37.9938,1.6 kn,142 °,294 °,2024-02-08 00:20 (UTC+0),Underway Using Engine,Roaming,92%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ABROS,9247388,CW,Sanctioned,LIQUID TANKER,22,-,-,-,-,Willemstad,UHSU4,742230943,,Active,160.39m,27.3m,14.12m,24427,13710,42723,0,2,26-Oct-17,3,Sanctioned,21.76738,62.76179,13.2 kn,1 °,301 °,2025-06-14 02:10 (UTC+0),Underway Using Engine,Weak,83%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ACHILLES,9368223,OM,Sanctioned,LIQUID TANKER,18,-,VIJAYNAGAR VOYAGE SHIPPING PVT,SIRAJ MARITIME LLC,VIJAYNAGAR VOYAGE SHIPPING PVT,Muscat,WKXB1,606706352,Russian Maritime Register of Shipping,Inactive,132.65m,22.07m,13.78m,59198,40532,101565,0,2,30-Nov-24,3,Sanctioned,14.78528,77.82732,5.6 kn,353 °,307 °,2025-04-02 08:53 (UTC+0),At Anchor,Moderate,86%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ADELINE G,9234666,PA,Sanctioned,LIQUID TANKER,23,-,-,U BEACON SHIPPING CO LTD,-,Panama City,SMWS4,745612581,Turkish Lloyd (TL),Active,253.97m,30.29m,7.51m,72067,42394,136368,0,2,25-May-22,3,Sanctioned,17.42195,78.73594,11.9 kn,151 °,311 °,2025-04-26 19:24 (UTC+0),Underway Using Engine,Moderate,82%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AKADEMIK PRIMAKOV,9187514,RU,Sanctioned,SPECIAL PURPOSE SERVICE VESSEL,27,SMNG JSC,SMNG JSC,SMNG JSC,SMNG JSC,Saint Petersburg,EDMF3,711515364,DNV,Active,117.23m,19.53m,4.08m,3619,1756,2014,0,2,23-Aug-00,4,Sanctioned,43.19091,30.35922,9.9 kn,55 °,80 °,2025-07-13 19:40 (UTC+0),At Anchor,Roaming,74%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
AKOYA GAS,9142150,TZ,Sanctioned,LPG TANKER,29,-,-,-,-,Zanzibar,RBZM0,678456268,,Inactive,174.97m,22.86m,13.51m,17994,11363,20814,0,2,5-Feb-07,3,Sanctioned,-1.94087,68.56573,2.5 kn,241 °,59 °,2024-12-03 09:11 (UTC+0),Moored,Weak,84%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ALA,9198094,GY,Sanctioned,LIQUID TANKER,26,BLUESPECTRUM SHIPPING SA,BLUESPECTRUM SHIPPING SA,BLUESPECTRUM SHIPPING SA,-,New Amsterdam,UMAM0,757208866,Russian Maritime Register of Shipping,Active,264.83m,43.04m,13.67m,33379,22394,52947,0,2,20-Jun-22,3,Sanctioned,6.37024,71.8773,8.0 kn,271 °,313 °,2024-12-02 10:52 (UTC+0),Drifting,Moderate,97%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ALBA,9268112,MZ,Sanctioned,LIQUID TANKER,23,-,CRYSTAL GAS INC,CRYSTAL GAS INC,-,Nacala,JGJI0,621900227,RINA,Active,142.74m,23.79m,8.05m,10192,6450,18460,0,2,8-Sep-09,3,Sanctioned,-4.52869,51.76315,5.2 kn,281 °,240 °,2025-06-10 10:17 (UTC+0),Underway Using Engine,Moderate,96%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ALEKSANDR SOKOLOV,9889198,RU,Sanctioned,GENERAL CARGO SHIP,7,POLA RISE LLC,POLA RISE LLC,POLA RISE LLC,POLA RISE LLC,Novorossiysk,OJHS8,441833052,Bureau Veritas,Active,185.0m,25.44m,7.74m,10432,5870,15320,0,2,24-Aug-10,4,Sanctioned,42.05023,38.76005,13.1 kn,300 °,58 °,2025-03-07 08:34 (UTC+0),Underway Using Engine,Weak,95%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ALEKSEY KOSYGIN,9904546,RU,Sanctioned,LNG TANKER,2,OAO NOVATEK,OAO NOVATEK,OAO NOVATEK,SPG SHIPPING OOO,Nakhodka,ENPI0,201036054,DNV,Laid Up,285.83m,41.98m,12.74m,137236,79748,85968,0,2,18-Jan-06,4,Sanctioned,43.90324,38.2491,11.3 kn,179 °,143 °,2024-12-22 19:02 (UTC+0),At Anchor,Weak,78%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ALIREZA 1,6703769,RU,Sanctioned,GENERAL CARGO SHIP,61,DALIR LTD,DALIR LTD,DALIR LTD,PMP TRANSSHIP LLC,Saint Petersburg,YAOD5,343179043,DNV,Inactive,152.94m,23.14m,9.91m,15809,10583,24898,0,2,15-Jan-20,4,Sanctioned,45.13246,31.87958,11.9 kn,50 °,332 °,2025-12-02 05:02 (UTC+0),At Anchor,Weak,72%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ALTURA,9292199,SL,Sanctioned,LIQUID TANKER,21,-,PERGAMON DENIZCILIK ISLETMELER,SEA GRACE SHIPPING LTDSKN,PERGAMON DENIZCILIK ISLETMELER,Bonthe,FTNS2,773907371,DNV,Active,254.67m,39.93m,9.89m,58445,35120,114198,0,2,4-Sep-12,3,Sanctioned,24.6366,79.59047,12.2 kn,229 °,127 °,2025-06-16 03:23 (UTC+0),Underway Using Engine,Good,81%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AMAK,9244635,MG,Sanctioned,LIQUID TANKER,24,AUSTINSHIP MANAGEMENT PVT LTD,AUSTINSHIP MANAGEMENT PVT LTD,CAPELLA SHIPPING LTDSEY,AUSTINSHIP MANAGEMENT PVT LTD,Antsiranana,CIXO0,622625087,Lloyd's Register,Inactive,202.3m,36.22m,8.11m,34150,21823,51598,0,2,18-Nov-04,3,Sanctioned,-4.86906,72.56899,9.7 kn,242 °,206 °,2025-04-12 20:53 (UTC+0),Moored,Moderate,75%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AMBER,9357406,IR,Sanctioned,LIQUID TANKER,18,NATIONAL IRANIAN OIL CO NIOC,NITC,TULIP SHIPPING LTDBZE,NITC,Bandar Imam Khomeini,DNLW7,290956503,Bureau Veritas,Active,121.7m,21.53m,10.07m,9667,6058,16231,2,2,26-Jun-08,4,Sanctioned,22.52813,51.51096,4.3 kn,102 °,240 °,2024-03-20 05:56 (UTC+0),At Anchor,Good,73%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AMBER 6,9235713,TL,Sanctioned,LIQUID TANKER,23,-,DEGONIA CO LTD,GARDEN DOMAIN LTD,DEGONIA CO LTD,Hera,YCLY8,697068112,,Inactive,190.25m,34.23m,12.77m,87912,50349,145485,0,2,2-Jun-23,3,Sanctioned,-1.48498,62.93977,8.0 kn,157 °,170 °,2024-11-18 23:14 (UTC+0),Drifting,Good,96%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AMIE,9233234,MZ,Sanctioned,LIQUID TANKER,24,-,AMIE MARINE INC,AMIE MARINE INC,-,Beira,LMQA2,778003051,Korean Register (KR),Inactive,248.07m,32.09m,12.21m,9658,5790,16437,0,2,21-Jan-24,3,Sanctioned,-3.33111,61.74049,14.4 kn,231 °,62 °,2024-12-15 00:19 (UTC+0),Moored,Moderate,88%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AN SHUN II,9253117,PA,Sanctioned,LIQUID TANKER,23,K MARINE SHIP MANAGEMENT PTE LTD,K MARINE SHIP MANAGEMENT PTE LTD,LAUREL SHIPPING LTDCAY,K MARINE SHIP MANAGEMENT PTE LTD,Colon,WZXS7,637204989,Russian Maritime Register of Shipping,Inactive,260.74m,34.97m,14.6m,36561,23646,66962,0,2,20-Nov-06,3,Sanctioned,10.59559,50.84272,1.5 kn,200 °,332 °,2024-02-26 03:57 (UTC+0),At Anchor,Weak,93%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ANASTASIIA,9349291,RU,Sanctioned,GENERAL CARGO SHIP,20,MG-FLOT LLC,MG-FLOT LLC,MG-FLOT LLC,MG-FLOT LLC,Saint Petersburg,DCTK2,464744419,Indian Register of Shipping (IRS),Inactive,127.79m,18.05m,10.63m,1560,949,2299,0,2,20-Oct-08,4,Sanctioned,45.00859,28.52121,6.0 kn,154 °,255 °,2025-12-03 07:11 (UTC+0),Moored,Good,95%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ANATOLY KOLODKIN,9610808,RU,Sanctioned,LIQUID TANKER,13,SOVCOMFLOT,SOUTH FLEET LTD,SOUTH FLEET LTD,SOUTH FLEET LTD,Vladivostok,AJXZ0,329057633,Korean Register (KR),Laid Up,177.6m,27.89m,12.53m,53483,30427,104843,2,2,1-Sep-03,4,Sanctioned,43.89941,38.18822,13.9 kn,80 °,8 °,2025-04-17 15:49 (UTC+0),At Anchor,Moderate,92%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ANAYA,9326885,PA,Sanctioned,LIQUID TANKER,18,-,FLEET TANQO PVT LTD,ZAFFERANO TRADING LTD,FLEET TANQO PVT LTD,Balboa,ATXT5,316236911,Turkish Lloyd (TL),Laid Up,213.9m,37.08m,15.85m,23512,13911,42756,0,2,26-Sep-20,3,Sanctioned,19.0017,53.02439,4.6 kn,218 °,125 °,2025-10-05 04:51 (UTC+0),Underway Using Engine,Weak,85%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ANEMON,9323338,RU,Sanctioned,LIQUID TANKER,20,-,KIPPER MARINE SOLUTIONS FZ LLC,GLOBAL SEAWAY LLC,KIPPER MARINE SOLUTIONS FZ LLC,Rostov-on-Don,KRUH5,598916631,Lloyd's Register,Active,218.2m,32.42m,11.45m,58875,34373,98613,0,2,26-Mar-08,4,Sanctioned,45.71367,32.19489,10.5 kn,87 °,30 °,2024-11-12 20:07 (UTC+0),Drifting,Good,89%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ANGARA,9179842,RU,Sanctioned,CARGO RO RO,28,M LEASING LLC,MG-FLOT LLC,M LEASING LLC,MG-FLOT LLC,Vladivostok,BUDT4,259354185,Bureau Veritas,Active,175.04m,25.81m,6.23m,17181,11007,10509,0,2,1-Jan-04,4,Sanctioned,43.36332,29.8881,10.8 kn,47 °,318 °,2025-07-29 21:27 (UTC+0),Underway Using Engine,Roaming,90%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ANTARKTIKA,9413559,RU,Sanctioned,LIQUID TANKER,17,SOVCOMFLOT,INVEST FLEET LTD OOO INVEST FLOT,NS ANTARCTIC SHIPPING INC,INVEST FLEET LTD OOO INVEST FLOT,Novorossiysk,NCJM2,405616991,China Classification Society (CCS),Active,114.58m,16.72m,15.5m,66154,45729,107326,2,2,27-May-12,4,Sanctioned,45.4643,29.95483,14.7 kn,147 °,241 °,2025-10-19 03:39 (UTC+0),Underway Using Engine,Moderate,71%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ANTEY,9310018,RU,Sanctioned,SPECIAL PURPOSE SERVICE VESSEL,20,-,ARDAL JSC,ARDAL JSC,ARDAL JSC,Vladivostok,ACYX8,716079685,ClassNK,Inactive,82.09m,14.39m,8.68m,5268,3106,3136,0,2,15-Feb-11,4,Sanctioned,43.97951,32.73874,4.4 kn,208 °,315 °,2024-06-04 23:27 (UTC+0),Underway Using Engine,Good,76%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
AQUA,9248473,MW,Sanctioned,LIQUID TANKER,24,-,REBI SHIPPING LTD,REBI SHIPPING LTD,-,Lilongwe,HVOX9,742991126,DNV,Active,209.03m,35.07m,15.42m,55970,34370,88437,0,2,18-Aug-19,3,Sanctioned,24.54011,53.08655,5.0 kn,145 °,103 °,2024-03-22 01:49 (UTC+0),At Anchor,Good,81%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AQUA SPIRIT,9197727,GY,Sanctioned,LPG TANKER,27,-,MARITIME PLAZA SHIP MGMT OPC,BENOIL SHIPPING INC,MARITIME PLAZA SHIP MGMT OPC,New Amsterdam,ZEQM4,466152383,China Classification Society (CCS),Inactive,176.81m,27.53m,12.39m,4360,2506,3770,0,2,6-Jun-22,3,Sanctioned,1.70977,68.93963,0.2 kn,236 °,280 °,2024-05-31 13:55 (UTC+0),Underway Using Engine,Good,81%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AQUA TITAN,9332781,CM,Sanctioned,LIQUID TANKER,20,-,HUANG QI HAI SHIPMANAGEMENT CO,LAFAFA SHIPPING LTD,HUANG QI HAI SHIPMANAGEMENT CO,Douala,ASML7,250423723,Bureau Veritas,Active,200.53m,25.97m,10.37m,39444,25177,63511,0,2,17-Apr-09,3,Sanctioned,0.15272,59.40357,5.1 kn,265 °,54 °,2024-02-02 02:59 (UTC+0),Moored,Good,72%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AQUATICA,9299769,GQ,Sanctioned,LIQUID TANKER,21,CELESTIAL STAR CORP,TAFATAFA ENCLAVE LTD,TAFATAFA ENCLAVE LTD,DREAM ISLAND SHIPPING LLC,Malabo,KPGE9,559591606,Turkish Lloyd (TL),Active,160.3m,24.26m,14.69m,17661,10598,33382,0,2,10-Jul-13,3,Sanctioned,4.54701,54.08187,5.9 kn,55 °,174 °,2024-02-09 18:35 (UTC+0),Drifting,Roaming,99%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AQUILA II,9281152,PA,Sanctioned,LIQUID TANKER,22,SUNNE CO LTD,LINNET MARGUERITE LTD,LINNET MARGUERITE LTD,OCCEE CO LTD,Balboa,GYEX4,797858535,DNV,Inactive,233.8m,31.18m,9.3m,67177,37591,114720,0,2,7-Oct-07,3,Sanctioned,6.14386,58.15884,10.6 kn,301 °,203 °,2025-03-23 09:22 (UTC+0),Underway Using Engine,Roaming,93%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARCTIC PIONEER,9256602,RU,Sanctioned,LNG TANKER,21,SMP TECHMANAGEMENT LLC,SMP TECHMANAGEMENT LLC,ZARA SHIPHOLDING CO,SMP TECHMANAGEMENT LLC,Saint Petersburg,VLQB0,515413850,Bureau Veritas,Inactive,302.28m,35.58m,10.79m,79398,47248,54850,0,2,19-Jun-24,4,Sanctioned,43.65366,39.46374,4.0 kn,89 °,170 °,2025-09-04 05:18 (UTC+0),Underway Using Engine,Moderate,97%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ARCTICA 2,9243801,RU,Sanctioned,GENERAL CARGO SHIP,24,ECO SHIPPING LLC RUS,ECO SHIPPING LLC RUS,ECO SHIPPING LLC RUS,ECO SHIPPING LLC RUS,Saint Petersburg,WKLG2,666876372,,Active,148.58m,19.77m,8.46m,20742,11661,27001,0,2,30-Jun-19,4,Sanctioned,44.81023,34.96496,8.7 kn,15 °,134 °,2025-01-27 16:27 (UTC+0),Underway Using Engine,Moderate,71%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
AREIA,9321847,ST,Sanctioned,LIQUID TANKER,20,SUNNE CO LTD,SUNNE CO LTD,POLLY ROBBIN LTD,SUNNE CO LTD,Santo Antonio,DNDX6,302003658,Turkish Lloyd (TL),Active,129.66m,18.38m,7.13m,81111,50828,138025,0,2,23-Sep-17,3,Sanctioned,1.77583,70.06818,11.8 kn,170 °,331 °,2024-06-21 14:30 (UTC+0),Underway Using Engine,Moderate,95%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARIADNE,9397547,RU,Sanctioned,LIQUID TANKER,18,SOVCOMFLOT,NORTH FLEET LTD,NORTH FLEET LTD,NORTH FLEET LTD,Rostov-on-Don,FLZJ7,437523371,Russian Maritime Register of Shipping,Active,154.18m,20.84m,14.73m,59034,34241,98279,2,2,9-Jan-12,4,Sanctioned,43.47483,29.92209,10.8 kn,99 °,355 °,2025-08-03 19:29 (UTC+0),Underway Using Engine,Good,95%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ARSHAM,9386500,IR,Sanctioned,BULK CARRIER,18,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,OGHIAANOUS KHOROUSHAN SHIPPING,SAPID SHIPPING CO,Bandar Imam Khomeini,IHYM1,780370200,Lloyd's Register,Inactive,199.84m,27.21m,15.23m,25302,14694,42916,2,2,23-Jan-06,4,Sanctioned,27.36622,53.81981,3.0 kn,291 °,16 °,2024-04-20 14:37 (UTC+0),At Anchor,Good,97%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARTAVAND,9193214,IR,Sanctioned,BULK CARRIER,26,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,HAFEZ DARYA ARYA SHIPPING CO,SAPID SHIPPING CO,Khorramshahr,VTLX7,756370183,China Classification Society (CCS),Laid Up,192.35m,31.97m,13.98m,38620,23350,66155,2,2,8-Jun-17,4,Sanctioned,23.47042,49.96417,7.9 kn,1 °,29 °,2025-10-04 23:08 (UTC+0),Underway Using Engine,Good,76%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARTIN,9305221,IR,Sanctioned,BULK CARRIER,20,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,MOSAKHAR DARYA SHIPPING CO,RAHBARAN OMID DARYA SHIP MGMT,Chabahar,IMAR6,574541193,,Inactive,174.27m,26.53m,15.25m,16038,10356,29159,2,2,20-Feb-13,4,Sanctioned,27.0797,54.39624,12.1 kn,284 °,324 °,2024-06-12 10:55 (UTC+0),Moored,Roaming,76%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ASCALON,9198226,RU,Sanctioned,CARGO RO RO,27,M LEASING LLC,MG-FLOT LLC,M LEASING LLC,MG-FLOT LLC,Rostov-on-Don,TKMQ2,342525362,Lloyd's Register,Active,186.96m,24.37m,8.54m,18068,11331,13767,0,2,29-Jul-23,4,Sanctioned,41.76038,37.92552,10.4 kn,161 °,287 °,2025-02-17 14:32 (UTC+0),Underway Using Engine,Moderate,74%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
